role,capture_metric,source_kind,source_path,record_type,record_index,core_id,subcore_id,subcore_type,category,metric,unit,raw_value,numeric_value,is_missing,context_json
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,3,,cube,subblock_detail_origin,Cube INT,3,0.0,0.0,false,"{""block_id"": ""3"", ""block_type"": ""cube"", ""name"": ""Cube INT"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,3,,cube,subblock_detail,Cube Wait,3,88.76066589355469,88.76066589355469,false,"{""block_id"": ""3"", ""block_type"": ""cube"", ""name"": ""Cube Wait"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,3,,cube,subblock_detail_origin,Cube Wait,3,44304.0,44304.0,false,"{""block_id"": ""3"", ""block_type"": ""cube"", ""name"": ""Cube Wait"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,4,,cube,subblock_detail,Cube All Active,3,63.01435852050781,63.01435852050781,false,"{""block_id"": ""4"", ""block_type"": ""cube"", ""name"": ""Cube All Active"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,4,,cube,subblock_detail_origin,Cube All Active,3,31470.0,31470.0,false,"{""block_id"": ""4"", ""block_type"": ""cube"", ""name"": ""Cube All Active"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,4,,cube,subblock_detail,Cube FP,3,63.01435852050781,63.01435852050781,false,"{""block_id"": ""4"", ""block_type"": ""cube"", ""name"": ""Cube FP"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,4,,cube,subblock_detail_origin,Cube FP,3,31470.0,31470.0,false,"{""block_id"": ""4"", ""block_type"": ""cube"", ""name"": ""Cube FP"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,4,,cube,subblock_detail,Cube INT,3,0.0,0.0,false,"{""block_id"": ""4"", ""block_type"": ""cube"", ""name"": ""Cube INT"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,4,,cube,subblock_detail_origin,Cube INT,3,0.0,0.0,false,"{""block_id"": ""4"", ""block_type"": ""cube"", ""name"": ""Cube INT"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,4,,cube,subblock_detail,Cube Wait,3,86.72834014892578,86.72834014892578,false,"{""block_id"": ""4"", ""block_type"": ""cube"", ""name"": ""Cube Wait"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,4,,cube,subblock_detail_origin,Cube Wait,3,43313.0,43313.0,false,"{""block_id"": ""4"", ""block_type"": ""cube"", ""name"": ""Cube Wait"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,5,,cube,subblock_detail,Cube All Active,3,61.775840759277344,61.775840759277344,false,"{""block_id"": ""5"", ""block_type"": ""cube"", ""name"": ""Cube All Active"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,5,,cube,subblock_detail_origin,Cube All Active,3,31329.0,31329.0,false,"{""block_id"": ""5"", ""block_type"": ""cube"", ""name"": ""Cube All Active"", ""unit"": 3}"
